#SEED: 0.021220674505457282
SAT0,-69.01069409178,20.79777337943409,301.2363190962883
SAT1,55.6402892953318,-173.69553848766677,331.62626353403766
SAT2,-41.088203427411855,6.72102072706565,545.2683357988308
SAT3,-72.98166616927199,25.70188631257676,409.7886250011245
SAT4,-56.504489374874986,11.583884556628249,378.45988543768084
SAT5,55.3758325601064,103.75194475864362,520.543571749461
SAT6,79.30046725915824,-127.35321271007105,655.7855665534114
SAT7,41.82743330928895,-79.43498746656458,469.1386252967393
SAT8,0.6714421319862396,162.93962969935927,603.5671154752102
SAT9,77.96077213127023,150.54144818775507,624.6468684172612
SAT10,-15.528862440133537,-115.73927099359268,475.7471454397065
SAT11,-10.070480073876851,74.08875687549352,534.291351512196
SAT12,43.05565822782543,-109.76261100767539,440.384605473015
SAT13,22.246466527939575,52.35335383396597,338.7024658038476
SAT14,-31.477498566163,72.34618770429012,555.0494793662035
SAT15,49.49860171222565,42.85264223697064,419.5542136502383
SAT16,-70.7292688575875,83.88987743761135,386.5555202245561
SAT17,-4.142724630394881,39.78275058746357,625.6587449960458
SAT18,-63.96976904440493,-52.25869919718001,308.94220735059065
SAT19,-31.178575744093358,-79.41195513614615,456.59426888297776
ROUTE,-49.60811873190534,-3.04509498994247,50.82335468948415,90.37442369839027
